,012025_COL_SAN_T5_568_OFAV_S1,012025_COL_SAN_T5_569_DLAB_S2,012025_COL_SAN_T5_570_DLAB_S3,012025_COL_SAN_T5_571_DLAB_S4,012025_COL_SAN_T5_572_OFAV_S5,012025_COL_SAN_T5_573_PSTR_S6,012025_COL_SAN_T5_574_MCAV_S7,012025_COL_SAN_T5_575_DLAB_S8,012025_COL_SAN_T5_576_PSTR_S9,012025_COL_SAN_T5_577_PSTR_S10,012025_COL_SAN_T5_578_MCAV_S11,012025_COL_SAN_T5_579_DLAB_S12,012025_COL_SAN_T5_580_OFAV_S13,012025_COL_SAN_T5_581_MCAV_S14,012025_COL_SAN_T5_582_PSTR_S15,012025_COL_SAN_T5_583_MCAV_S16,012025_COL_SAN_T5_584_OFAV_S17,012025_COL_SAN_T5_585_OFAV_S18,012025_COL_SAN_T5_586_DLAB_S19,012025_COL_SAN_T5_587_PSTR_S20,012025_COL_SAN_T5_588_MCAV_S21,012025_COL_SAN_T5_589_MCAV_S22,012025_COL_SAN_T5_590_PSTR_S23,012025_COL_SAN_T5_591_MCAV_S24,012025_COL_SAN_T5_592_PSTR_S25,012025_COL_SAN_T5_593_MCAV_S26,012025_COL_SAN_T5_594_MCAV_S27,012025_COL_SAN_T5_595_MCAV_S28,012025_COL_SAN_T5_596_OFAV_S29,032024_COL_SAN_T5_128_MCAV_S1,032024_COL_SAN_T5_129_MCAV_S2,032024_COL_SAN_T5_130_MCAV_S37,032024_COL_SAN_T5_131_MCAV_S3,032024_COL_SAN_T5_132_MCAV_S4,032024_COL_SAN_T5_133_MCAV_S5,032024_COL_SAN_T5_134_MCAV_S6,032024_COL_SAN_T5_136_MCAV_S7,032024_COL_SAN_T5_139_OFAV_S17,032024_COL_SAN_T5_140_OFAV_S18c,032024_COL_SAN_T5_141_OFAV_S19,032024_COL_SAN_T5_143_DLAB_S40,032024_COL_SAN_T5_144_PSTR_S9,032024_COL_SAN_T5_146_DLAB_S12,032024_COL_SAN_T5_147_PSTR_S10,032024_COL_SAN_T5_148_DLAB_S13,032024_COL_SAN_T5_149_DLAB_S14,032024_COL_SAN_T5_150_MCAV_S8,032024_COL_SAN_T5_154_PSTR_S38,032024_COL_SAN_T5_158_DLAB_S15,032024_COL_SAN_T5_159_DLAB_S16,032024_COL_SAN_T5_160_DLAB_S41,032024_COL_SAN_T5_161_DLAB_S42,032024_COL_SAN_T5_162_PSTR_S39,032024_COL_SAN_T5_163_PSTR_S11c,032024_COL_SAN_T5_166_OFAV_S20,032024_COL_SAN_T5_167_OFAV_S21,Sum
85029,293.5633304172709,395.62387247196347,185.6465290087673,254.9511180260246,309.6255436310026,470.8071540268024,0.0,379.92445881563407,244.94446026773,240.02892500463346,0.0,426.7577083111064,218.16004829961997,0.0,260.13299299266754,0.0,176.2114537444934,231.7497103128621,264.886144627835,143.37499323702863,113.38125581078936,0.0,448.04260666351075,213.11575229860563,162.38139699668227,182.3518685184205,0.0,103.60051640872796,180.5271392466001,123.98615487937181,183.0292130539618,378.99125161860843,267.0481640438722,310.2887198698301,196.72965873190378,0.0,110.25601446558909,0.0,199.0205775215304,0.0,326.1190282688256,89.81968697839088,0.0,280.9962812832562,67.57740211673216,114.8161129307115,489.7952887092544,260.8756962560812,152.58395051585111,133.09800063655564,199.46535827333835,112.590190668525,233.9140921736563,295.4668163131693,156.3411990327691,330.76986686512856,10913.367704345694
2211325,287.6920638089255,226.82435355059238,71.86317251952282,55.566269313364344,85.74245823627764,166.2771297951802,306.25861352350535,268.9976095263978,37.0264881800057,82.03520221677346,165.52397048446252,49.66576777758566,167.42515334622,549.781396444747,113.80818443429203,478.14207650273227,176.2114537444934,167.37479078151154,91.34004987166722,0.0,453.5250232431574,115.1922064244339,153.1868038206862,1339.5847287340923,118.09556145213254,347.0567820189293,444.7535256824945,446.2791476068281,131.29246490661822,237.64013018546262,190.98700492587318,688.5007737738055,0.0,385.96889544783744,109.93716223253446,0.0,871.0225142781538,291.2621359223301,120.61853183123054,184.97280899707744,186.35373043932893,0.0,0.0,164.412717772118,202.7322063501965,0.0,219.82938154667323,74.03229218077982,70.42336177654667,0.0,80.15897575470608,35.55479705321842,120.7917033355766,55.26717427440577,104.22746602184607,372.11610022326965,11863.3323122706
27319,287.6920638089255,353.4239927416207,161.69213816892636,166.69880794009302,519.2182193196812,248.4815535141457,382.8232669043817,95.67440751196624,375.96126459698087,452.7127826036758,339.75972888915993,165.55255925861886,446.46707558992,811.5820614184361,531.1048606933629,497.65807962529277,246.69603524229078,457.06192867258915,580.0093166850869,557.2688416382622,256.99751317112253,617.1011058451817,697.9789707919988,436.3798737542877,361.66765694715593,288.23359862589047,420.4942424634494,167.3546803525605,497.8172627709274,294.46711783850805,190.98700492587318,404.257335059849,515.0214592274679,658.4175275286639,271.94982236469053,363.49506774796004,485.126463648592,598.705501618123,325.6700359443225,517.9238651918168,308.864053228147,494.0082783811498,561.0115097845234,427.4730662075068,353.4817956875221,531.7798914685585,161.9795442975487,627.5118099132765,410.8029436965223,480.3101762101791,296.40179406972715,325.9189729878355,331.6978520167421,412.3781465090277,375.21887767864587,358.33402243722264,22504.757825215995
3466454,275.9495305922346,142.42459408990683,101.806161069324,71.90928969964797,281.04472421891006,115.83350614945138,415.6366897819001,806.9928285791934,45.57106237539163,78.99686139393,418.16582017127377,811.2075403672324,319.62983820642,244.34728730877643,92.13043501823641,107.33801717408275,111.60058737151249,180.24977468778164,68.50503740375042,0.0,627.3762821530345,213.92838335966297,154.338584300541,192.8190139844527,59.04778072606627,182.3518685184205,137.46927157458921,358.6171721840583,169.58610050438187,180.8131425324172,397.88959359556907,170.5460632283738,381.4973772055317,196.76845650281908,179.3711594320299,238.15194093831863,143.33281880526584,291.2621359223301,120.61853183123054,277.4592134956161,219.13818301661826,0.0,78.42096373332046,149.4661070655618,124.75828083089016,0.0,582.3550283078537,52.880208700557006,0.0,69.44243511472469,124.8988691991932,474.06396070957896,70.94115910184658,161.5502017251861,333.52789126990746,330.76986686512856,12134.797632094029
135617,270.07826398388926,205.724413685421,494.05931107171943,183.04182832637665,114.32327764837018,196.16964751116765,339.0720364010238,185.80247255947066,281.9709484477357,161.03206361070346,148.1003946439928,676.9260200796859,202.9395798136,322.88748680088315,325.1662412408344,185.40202966432474,170.33773861967697,193.12475859405174,794.6584338835049,194.77357571822756,256.99751317112253,452.54081095313325,336.3199001175968,507.41845785382293,225.11966401812768,258.822006929371,194.0742657523612,454.24841809980717,185.99765861770916,340.96192591827247,381.97400985174636,240.02779269178535,591.3209346685742,476.78510614144625,277.7359887979818,162.94606485253382,341.7936448433262,226.53721682847896,168.86594456372276,0.0,338.19751079730065,194.6093217865136,651.4972371691239,230.17780488096517,488.63659992098644,688.896677584269,223.68603736328157,267.92639074948886,534.043826805479,364.57278435230467,404.5232032272377,562.950953342625,256.9220356661471,193.43510996042022,218.87767864587678,220.51324457675238,17565.544263804353
1706375,270.07826398388926,200.44942871912815,263.49829923825035,156.89299570832284,171.48491647255528,218.58903579815825,262.5073830201474,131.725633530968,361.720307604671,349.4091946269981,409.4540322510389,388.1287778174286,208.01306930894,270.52735380614536,251.10059740264433,263.46604215456676,182.08516886930983,289.6871378910776,283.1541546021684,278.6344208191311,204.08626045942086,255.0684570826751,381.2393388319333,598.753780267511,409.64397878708473,364.703737036841,299.1978263682236,478.15622957874433,207.87973610214553,263.4705791186651,525.2142635461512,290.5599595742665,324.272770624702,257.31259696522494,225.6604908983602,350.9607550669959,396.9216520761208,0.0,259.3298434371457,203.47008989678517,854.1212645135909,426.64351314735666,386.07243684096227,325.83611340292475,332.6887488823737,471.3503583471314,1045.15372630085,267.92639074948886,393.1971032523856,405.0808715025607,316.90757856511703,350.8073309250884,231.99676354928206,486.77626572457393,885.9334611856916,206.73116679070537,18893.73165302462
1853234,270.07826398388926,174.0745038876639,215.58951755856847,163.4302038628363,138.1406271584473,138.25289443644195,404.6988821560607,400.72324305736583,393.05041298775274,306.8724231071896,409.4540322510389,148.99730333275696,223.23353779496,733.0418619263293,328.77919947684364,448.8680718188915,164.4640234948605,205.99974250032187,319.6901745508353,216.41508413136395,483.7600247927013,386.7166929963139,390.45358267077165,213.11575229860563,461.31078692239277,358.82141869753707,380.0621037650407,454.24841809980717,202.40921673103645,227.30795061218163,501.34088793041707,480.0555853835707,400.57224606580826,454.08105346804405,318.23915383102076,350.9607550669959,154.35842025182475,194.1747572815534,174.8968711552843,203.47008989678517,419.2958934884901,232.0341913608431,404.16958231788243,313.87882483767976,530.2226935312832,423.0067318499897,366.3823025777887,423.04166960445605,422.5401706592801,445.58895865281676,318.7717407919707,246.51325956898108,197.48484831054589,388.995880469856,385.64162428083046,248.07740014884644,18359.85554384365
1970190,270.07826398388926,100.22471435956408,0.0,32.68604077256726,333.4428931410797,127.04320029294666,262.5073830201474,54.076839028502654,290.51552264312164,337.25583133562424,209.08291008563688,64.38155082279621,228.3070272903,218.16722081140753,272.77834681869996,165.88602654176424,334.80176211453744,354.0620574224282,150.71108228825094,340.85375750689826,105.8225054234034,164.56029489204846,259.1506079673263,0.0,372.73911583329334,0.0,291.11139862854185,318.7708197191629,377.46583660652743,113.65397530609081,167.11362931013903,170.5460632283738,190.74868860276584,317.85673742763083,121.50949509911703,150.41175217156967,452.0496593089153,469.2556634304207,325.6700359443225,0.0,220.86368052068613,344.30880008383167,609.2705643896436,307.9001805550573,317.0939637785125,338.4053854799918,92.55973959859926,296.1291687231193,170.1897909599878,422.44148028124187,212.51449386131378,152.8856273288392,178.31156206680356,278.46153192104447,406.4871174851997,330.76986686512856,13193.891663078814
1813606,270.07826398388926,210.99939865171385,50.903080534662,81.71510193141815,281.04472421891006,50.44362364572883,0.0,70.71586642188808,145.25776132156082,94.1885655081473,0.0,55.184186419539614,299.33588022506,104.72026598947562,97.5498723722503,97.5800156128025,370.0440528634361,489.2493884382645,274.0201496150017,143.37499323702863,0.0,115.1922064244339,126.6958527840262,0.0,129.16702033827,141.17564014329326,88.9507051364989,103.60051640872796,492.3467433998183,118.82006509273131,79.57791871911382,157.91302150775354,0.0,143.79233359821396,138.8679943989909,213.08331557639036,143.33281880526584,161.81229773462783,373.91744867681473,369.9456179941549,91.45136771559659,134.72953046758633,102.5504910358806,131.5301742176944,187.13742124633524,90.64429968214066,107.98636286503248,35.253472467038,176.0584044413667,162.03234860102427,102.52892247694963,67.554114401115,143.79964682806738,112.66000909782716,469.02359709830733,344.55194465117563,8744.088815023038
1763524,270.07826398388926,1044.4470233259835,473.0992190868586,290.9057628758486,423.94882127937274,560.4847071747647,710.957495679566,658.62816765484,321.84562802620337,519.556280706232,714.3666094592594,586.7918489277712,365.29124366447996,541.0547076122907,431.74850920310786,390.32006245121,305.4331864904552,405.5619930475087,401.8962194353358,294.8655521289834,650.0525333151924,468.99684044233805,540.1850450518936,933.6499624510342,682.7399646451412,399.9976470726643,533.7042308189934,836.7734017628027,251.64389107101826,304.799297411789,461.5519285708602,890.6294413037299,629.4706723891273,287.5846671964279,133.08182796569963,451.235256514709,463.0752607554742,291.2621359223301,217.113357296215,295.9564943953239,724.7089517085013,0.0,193.03621842048113,672.5974817950282,457.4470297132639,410.9208252257043,559.2150934082039,423.04166960445605,428.40878414065895,306.7040884233674,303.85844297714164,404.13952650491603,634.6357746678708,320.9747429013566,1375.8025514883682,234.2953223627994,26884.571661908845
213121,270.07826398388926,195.17444375283532,158.69783931394625,140.54997532203922,385.84106206324935,183.09167101042314,153.12930676175267,262.06468144582055,313.30105383081747,355.485876272685,444.30118393197836,207.86043551359924,319.62983820642,130.90033248684452,270.9718677006953,175.6440281030445,305.4331864904552,225.31221835972707,292.2881595893352,397.66271709138124,158.73375813510512,172.78830963665087,406.5785093887386,233.41249061275855,332.14376658412283,305.8805536438021,291.11139862854185,207.2010328174559,246.17337169990915,149.81660381257427,167.11362931013903,151.59650064744338,209.82355746304242,136.2243160404132,329.8114866976034,275.75487898121105,0.0,0.0,229.17521047933803,406.94017979357034,258.82462561017906,336.8238261689658,313.68385493328185,469.3235761858641,343.0852722849479,441.1355917864179,293.105842062231,282.027779736304,451.8832380661745,387.7202627238795,316.90757856511703,197.92170359624922,228.1621063005336,280.5871924700601,343.95063787209205,289.4236335069875,14832.264417472645
3118655,264.20699737554384,189.89945878654245,77.85177022948307,71.90928969964797,80.97898833426221,63.52160014647333,0.0,101.22074997642804,74.0529763600114,270.41233323306807,217.79469800587174,132.44204740689509,304.4093697204,95.9935771570193,126.45353826032448,175.6440281030445,182.08516886930983,0.0,283.1541546021684,132.55423903046042,98.26375503601744,123.42022116903632,145.12434046170273,111.63206072784104,151.30993811054483,176.4695501791166,105.12356061586235,231.1088442963931,136.76298427772733,170.48096295913624,87.5357105910252,75.79825032372169,0.0,121.08828092481176,150.44032726557347,313.3578170241035,242.563231824296,0.0,150.7731647890382,388.44289889386255,96.62786022780017,127.2445565527204,253.36003667688146,182.34865061998542,161.1461127398998,108.7731596185688,77.13311633216605,169.21666784178242,217.1386988110189,231.47478371574897,147.26881592143673,124.44178968626447,134.21300370619625,93.5290641566867,0.0,151.60285564651727,8099.800057020437
3139177,264.20699737554384,0.0,0.0,0.0,181.01185627658612,0.0,0.0,22.185369857847242,37.0264881800057,39.498430696965,0.0,0.0,76.1023424301,0.0,41.54901971410661,0.0,82.23201174743025,122.31234710956612,68.50503740375042,43.28301682627279,0.0,0.0,36.85697535535307,0.0,44.285835544549705,0.0,0.0,0.0,142.2335036488364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4638988734229,0.0,48.313930113900085,0.0,0.0,32.8825435544236,0.0,60.429533121427106,0.0,0.0,70.42336177654667,133.09800063655564,39.14740676392622,31.999317347896582,0.0,42.51321098031213,302.25965146335363,289.4236335069875,2342.2437203056656
410830,264.20699737554384,116.0496692584426,95.81756335936377,49.02906115885089,309.6255436310026,199.9062122256661,525.0147660402948,38.824397251232675,333.2383936200513,522.5946215290754,400.742244330804,77.25786098735546,365.29124366447996,418.8810639579025,487.74936186125154,507.41608118657297,375.91776798825254,341.18707351615814,260.3191421342516,394.95752853973926,445.9662728557715,551.2769878883623,426.1587775462699,548.0119344821288,468.691759513151,317.64519032240986,582.2227972570837,725.2036148610956,251.64389107101826,315.13147698507,397.88959359556907,669.5512111928749,782.06962327134,325.4247549854316,376.10081816393364,764.5930735388124,573.3312752210634,372.168284789644,392.0102284514993,351.4483370944471,174.2752479108539,389.2186435730272,337.813382235842,343.77204625079213,270.30960846692864,398.83491860141885,208.25941409684833,310.23055770993443,269.9562201434289,283.55661005179246,236.74860281041097,182.51462487318787,299.1032654023802,318.849082352341,333.52789126990746,248.07740014884644,20325.61401260121
2272,264.20699737554384,189.89945878654245,107.79475877928424,49.02906115885089,514.4547494176659,106.4920943632053,229.693960142629,31.891469170655412,316.1492452292794,328.1408088670938,113.25324296305331,117.72626436168451,456.6140545806,200.71384314649495,354.06990712890854,0.0,229.0748898678414,96.56237929702587,264.886144627835,357.08488881675055,0.0,90.50816219062665,431.9176799455438,0.0,335.83425287950195,58.82318339303886,0.0,0.0,229.7618135865819,0.0,0.0,0.0,0.0,136.2243160404132,0.0,0.0,0.0,226.53721682847896,205.05150411309194,499.426584292109,260.5501231142469,411.6735653176249,561.0115097845234,325.83611340292475,213.12872975277068,465.30740503498873,0.0,324.3319466967496,357.98542236411225,352.9990451665172,352.326660875336,250.06873927430289,243.50073529552745,323.1004034503722,239.723171850246,413.46233358141075,11636.828836311986
2731691,264.20699737554384,0.0,0.0,0.0,638.3049668700669,22.41938828699059,0.0,0.0,54.11563657077755,103.30358797667769,87.1178792023487,0.0,208.01306930894,104.72026598947562,18.064791180046356,0.0,129.22173274596182,514.9993562508047,0.0,54.10377103284099,0.0,123.42022116903632,29.94629247622437,0.0,62.738267021445424,0.0,161.72855479363434,0.0,317.2901235243274,77.49134679960737,0.0,88.43129204434197,0.0,189.20043894501833,63.64783076620416,250.68625361928275,562.3056737745044,533.9805825242719,398.0411550430608,610.4102696903554,100.0788552359359,0.0,0.0,65.7650871088472,150.7495893373256,66.47248643356981,53.99318143251624,98.70972290770641,440.14601110341675,104.16365267208703,199.46535827333835,26.07351783902684,30.67725798998771,48.89019262735895,250.1459184524306,661.5397337302571,7964.780310125596
