"","Item","Cluster"
"RXN0-5184: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN0-5184: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN0-5182: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN0-5182: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN-21092: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN-21092: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN-1826: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN-1826: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN-12392: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN-12392: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN-12171: (expasy) Glycogen phosphorylase [2.4.1.1]","RXN-12171: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"GLYCOPHOSPHORYL-RXN: (expasy) Glycogen phosphorylase [2.4.1.1]","GLYCOPHOSPHORYL-RXN: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"GLYMALTOPHOSPHORYL-RXN: (expasy) Glycogen phosphorylase [2.4.1.1]","GLYMALTOPHOSPHORYL-RXN: (expasy) Glycogen phosphorylase [2.4.1.1]",1
"RXN0-901: (expasy) Xanthine dehydrogenase [1.17.1.4]","RXN0-901: (expasy) Xanthine dehydrogenase [1.17.1.4]",1
"RXN-8753: (expasy) Xanthine dehydrogenase [1.17.1.4]","RXN-8753: (expasy) Xanthine dehydrogenase [1.17.1.4]",1
"RXN-8752: (expasy) Xanthine dehydrogenase [1.17.1.4]","RXN-8752: (expasy) Xanthine dehydrogenase [1.17.1.4]",1
"RXN-7682: (expasy) Xanthine dehydrogenase [1.17.1.4]","RXN-7682: (expasy) Xanthine dehydrogenase [1.17.1.4]",1
"RXN-8751: (expasy) Xanthine dehydrogenase [1.17.1.4]","RXN-8751: (expasy) Xanthine dehydrogenase [1.17.1.4]",1
"1.8.4.8-RXN: (expasy) Phosphoadenylyl-sulfate reductase (thioredoxin) [1.8.4.8]","1.8.4.8-RXN: (expasy) Phosphoadenylyl-sulfate reductase (thioredoxin) [1.8.4.8]",1
"RXN66-336: (expasy) Gamma-glutamyltransferase [2.3.2.2]","RXN66-336: (expasy) Gamma-glutamyltransferase [2.3.2.2]",1
"RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2]","RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2]",1
"RXN-6601: (expasy) Gamma-glutamyltransferase [2.3.2.2]","RXN-6601: (expasy) Gamma-glutamyltransferase [2.3.2.2]",1
"GAMMA-GLUTAMYLTRANSFERASE-RXN: (expasy) Gamma-glutamyltransferase [2.3.2.2]","GAMMA-GLUTAMYLTRANSFERASE-RXN: (expasy) Gamma-glutamyltransferase [2.3.2.2]",1
"RXN-18092: (expasy) Gamma-glutamyltransferase [2.3.2.2]","RXN-18092: (expasy) Gamma-glutamyltransferase [2.3.2.2]",1
"ASPARTASE-RXN: (expasy) Aspartate ammonia-lyase [4.3.1.1]","ASPARTASE-RXN: (expasy) Aspartate ammonia-lyase [4.3.1.1]",1
"RXN-14116: (expasy) L-glutamate gamma-semialdehyde dehydrogenase [1.2.1.88]","RXN-14116: (expasy) L-glutamate gamma-semialdehyde dehydrogenase [1.2.1.88]",1
"RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25]","RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25]",1
"RXN-19947: (expasy) AMBIGUOUS [2.4.1.25; 3.2.1.33]","RXN-19947: (expasy) AMBIGUOUS [2.4.1.25; 3.2.1.33]",1
"RXN-1828: (expasy) 4-alpha-glucanotransferase [2.4.1.25]","RXN-1828: (expasy) 4-alpha-glucanotransferase [2.4.1.25]",1
"RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25]","RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25]",1
"RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25]","RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25]",1
"RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25]","RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25]",1
"RXN-12391: (expasy) 4-alpha-glucanotransferase [2.4.1.25]","RXN-12391: (expasy) 4-alpha-glucanotransferase [2.4.1.25]",1
"AMYLOMALT-RXN: (expasy) 4-alpha-glucanotransferase [2.4.1.25]","AMYLOMALT-RXN: (expasy) 4-alpha-glucanotransferase [2.4.1.25]",1
"RXN-12193: (metacyc) 4-&alpha;-glucosyltransferase [2.4.1.25]","RXN-12193: (metacyc) 4-&alpha;-glucosyltransferase [2.4.1.25]",1
"2.1.1.34-RXN: (expasy) tRNA (guanosine(18)-2'-O)-methyltransferase [2.1.1.34]","2.1.1.34-RXN: (expasy) tRNA (guanosine(18)-2'-O)-methyltransferase [2.1.1.34]",1
"3.4.21.26-RXN: (expasy) Prolyl oligopeptidase [3.4.21.26]","3.4.21.26-RXN: (expasy) Prolyl oligopeptidase [3.4.21.26]",1
"2.7.7.13-RXN: (expasy) Mannose-1-phosphate guanylyltransferase [2.7.7.13]","2.7.7.13-RXN: (expasy) Mannose-1-phosphate guanylyltransferase [2.7.7.13]",1
"DTDPDEHYDRHAMEPIM-RXN: (expasy) dTDP-4-dehydrorhamnose 3,5-epimerase [5.1.3.13]","DTDPDEHYDRHAMEPIM-RXN: (expasy) dTDP-4-dehydrorhamnose 3,5-epimerase [5.1.3.13]",1
"FPPSYN-RXN: (expasy) (2E,6E)-farnesyl diphosphate synthase [2.5.1.10]","FPPSYN-RXN: (expasy) (2E,6E)-farnesyl diphosphate synthase [2.5.1.10]",1
"RXN0-6554: (expasy) Dihydroorotate dehydrogenase (quinone) [1.3.5.2]","RXN0-6554: (expasy) Dihydroorotate dehydrogenase (quinone) [1.3.5.2]",1
"DIHYDROOROTATE-DEHYDROGENASE-RXN: (expasy) Dihydroorotate dehydrogenase (quinone) [1.3.5.2]","DIHYDROOROTATE-DEHYDROGENASE-RXN: (expasy) Dihydroorotate dehydrogenase (quinone) [1.3.5.2]",1
"RXN0-6491: (metacyc) dihydroorotate dehydrogenase [1.3.5.2]","RXN0-6491: (metacyc) dihydroorotate dehydrogenase [1.3.5.2]",1
"FARNESYLTRANSTRANSFERASE-RXN: (expasy) Geranylgeranyl diphosphate synthase [2.5.1.29]","FARNESYLTRANSTRANSFERASE-RXN: (expasy) Geranylgeranyl diphosphate synthase [2.5.1.29]",1
"GPPSYN-RXN: (expasy) Dimethylallyltranstransferase [2.5.1.1]","GPPSYN-RXN: (expasy) Dimethylallyltranstransferase [2.5.1.1]",1
"RXN-8999: (expasy) diphosphate specific) [2.5.1.31]","RXN-8999: (expasy) diphosphate specific) [2.5.1.31]",1
"UDPGLCNACEPIM-RXN: (expasy) UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) [5.1.3.14]","UDPGLCNACEPIM-RXN: (expasy) UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) [5.1.3.14]",1
"ARGDECARBOX-RXN: (expasy) Arginine decarboxylase [4.1.1.19]","ARGDECARBOX-RXN: (expasy) Arginine decarboxylase [4.1.1.19]",1
"HYDROXYLAMINE-REDUCTASE-RXN: (expasy) Hydroxylamine reductase [1.7.99.1]","HYDROXYLAMINE-REDUCTASE-RXN: (expasy) Hydroxylamine reductase [1.7.99.1]",1
"RXN-9311: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [3.1.2.28]","RXN-9311: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [3.1.2.28]",1
"RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN: (expasy) Magnesium protoporphyrin IX methyltransferase [2.1.1.11]","RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN: (expasy) Magnesium protoporphyrin IX methyltransferase [2.1.1.11]",1
"IPPISOM-RXN: (expasy) Isopentenyl-diphosphate Delta-isomerase [5.3.3.2]","IPPISOM-RXN: (expasy) Isopentenyl-diphosphate Delta-isomerase [5.3.3.2]",1
"SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Succinate-semialdehyde dehydrogenase (NAD(+)) [1.2.1.24]","SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Succinate-semialdehyde dehydrogenase (NAD(+)) [1.2.1.24]",1
"2.3.1.128-RXN: (expasy) [Ribosomal protein S18]-alanine N-acetyltransferase [2.3.1.266]","2.3.1.128-RXN: (expasy) [Ribosomal protein S18]-alanine N-acetyltransferase [2.3.1.266]",1
"R229-RXN: (expasy) 2-phosphosulfolactate phosphatase [3.1.3.71]","R229-RXN: (expasy) 2-phosphosulfolactate phosphatase [3.1.3.71]",1
"SUCROSE-PHOSPHORYLASE-RXN: (expasy) Sucrose phosphorylase [2.4.1.7]","SUCROSE-PHOSPHORYLASE-RXN: (expasy) Sucrose phosphorylase [2.4.1.7]",1
"PHOSPHORIBULOKINASE-RXN: (expasy) Phosphoribulokinase [2.7.1.19]","PHOSPHORIBULOKINASE-RXN: (expasy) Phosphoribulokinase [2.7.1.19]",1
"PYROGLUTAMYL-PEPTIDASE-I-RXN: (expasy) Pyroglutamyl-peptidase I [3.4.19.3]","PYROGLUTAMYL-PEPTIDASE-I-RXN: (expasy) Pyroglutamyl-peptidase I [3.4.19.3]",1
"RXN-13323: (expasy) 15-cis-phytoene synthase [2.5.1.32]","RXN-13323: (expasy) 15-cis-phytoene synthase [2.5.1.32]",1
"DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN: (expasy) DNA (cytosine-5-)-methyltransferase [2.1.1.37]","DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN: (expasy) DNA (cytosine-5-)-methyltransferase [2.1.1.37]",1
"RXN-20897: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","RXN-20897: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"RXN-19248: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","RXN-19248: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"RXN-19247: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","RXN-19247: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"RXN-19246: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","RXN-19246: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"RXN-19245: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","RXN-19245: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"RXN-19244: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","RXN-19244: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"RXN-19243: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","RXN-19243: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"RXN-19242: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","RXN-19242: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"RXN-19026: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","RXN-19026: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"RXN-19025: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]","RXN-19025: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3]",1
"1.3.7.2-RXN: (expasy) 15,16-dihydrobiliverdin:ferredoxin oxidoreductase [1.3.7.2]","1.3.7.2-RXN: (expasy) 15,16-dihydrobiliverdin:ferredoxin oxidoreductase [1.3.7.2]",1
"RXN-19229: (expasy) 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase [2.5.1.147]","RXN-19229: (expasy) 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase [2.5.1.147]",1
"1.3.7.5-RXN: (expasy) Phycocyanobilin:ferredoxin oxidoreductase [1.3.7.5]","1.3.7.5-RXN: (expasy) Phycocyanobilin:ferredoxin oxidoreductase [1.3.7.5]",1
"3.1.3.69-RXN: (expasy) Glucosylglycerol 3-phosphatase [3.1.3.69]","3.1.3.69-RXN: (expasy) Glucosylglycerol 3-phosphatase [3.1.3.69]",1
"RXN0-6523: (expasy) Ribonuclease E [3.1.26.12]","RXN0-6523: (expasy) Ribonuclease E [3.1.26.12]",1
"RXN0-6522: (expasy) Ribonuclease E [3.1.26.12]","RXN0-6522: (expasy) Ribonuclease E [3.1.26.12]",1
"RXN0-6521: (expasy) Ribonuclease E [3.1.26.12]","RXN0-6521: (expasy) Ribonuclease E [3.1.26.12]",1
"RXN0-6485: (expasy) Ribonuclease E [3.1.26.12]","RXN0-6485: (expasy) Ribonuclease E [3.1.26.12]",1
"3.1.26.12-RXN: (expasy) Ribonuclease E [3.1.26.12]","3.1.26.12-RXN: (expasy) Ribonuclease E [3.1.26.12]",1
"RXN0-6478: (expasy) Ribonuclease E [3.1.26.12]","RXN0-6478: (expasy) Ribonuclease E [3.1.26.12]",1
"RXN-12613: (expasy) Aminopyrimidine aminohydrolase [3.5.99.2]","RXN-12613: (expasy) Aminopyrimidine aminohydrolase [3.5.99.2]",1
"THIAMINASE-RXN: (expasy) Aminopyrimidine aminohydrolase [3.5.99.2]","THIAMINASE-RXN: (expasy) Aminopyrimidine aminohydrolase [3.5.99.2]",1
"RXN-2762: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]","RXN-2762: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]",1
"RXN-14917: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]","RXN-14917: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]",1
"RXN-2542: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]","RXN-2542: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]",1
"3.1.22.4-RXN: NO_NAME","3.1.22.4-RXN: NO_NAME",1
"RXN-10847: (expasy) Demethylrebeccamycin-D-glucose O-methyltransferase [2.1.1.164]","RXN-10847: (expasy) Demethylrebeccamycin-D-glucose O-methyltransferase [2.1.1.164]",1
"RXN-19230: (expasy) 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [4.3.1.32]","RXN-19230: (expasy) 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [4.3.1.32]",1
"NITROGENASE-RXN: (expasy) Nitrogenase [1.18.6.1]","NITROGENASE-RXN: (expasy) Nitrogenase [1.18.6.1]",1
"RXN-20190: (expasy) Nitrogenase [1.18.6.1]","RXN-20190: (expasy) Nitrogenase [1.18.6.1]",1
"RXN-1223: (expasy) UDP-sulfoquinovose synthase [3.13.1.1]","RXN-1223: (expasy) UDP-sulfoquinovose synthase [3.13.1.1]",1
"2.4.1.213-RXN: (expasy) Glucosylglycerol-phosphate synthase [2.4.1.213]","2.4.1.213-RXN: (expasy) Glucosylglycerol-phosphate synthase [2.4.1.213]",1
"RXN-11355: (expasy) 15-cis-phytoene desaturase [1.3.5.5]","RXN-11355: (expasy) 15-cis-phytoene desaturase [1.3.5.5]",1
"RXN-16023: (expasy) sn-1 stearoyl-lipid 9-desaturase [1.14.19.28]","RXN-16023: (expasy) sn-1 stearoyl-lipid 9-desaturase [1.14.19.28]",1
"RXN-6222: (expasy) Sucrose synthase [2.4.1.13]","RXN-6222: (expasy) Sucrose synthase [2.4.1.13]",1
"SUCROSE-SYNTHASE-RXN: (expasy) Sucrose synthase [2.4.1.13]","SUCROSE-SYNTHASE-RXN: (expasy) Sucrose synthase [2.4.1.13]",1
"1.3.7.3-RXN: (expasy) Phycoerythrobilin:ferredoxin oxidoreductase [1.3.7.3]","1.3.7.3-RXN: (expasy) Phycoerythrobilin:ferredoxin oxidoreductase [1.3.7.3]",1
"FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN: (expasy) Fructose-6-phosphate phosphoketolase [4.1.2.22]","FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN: (expasy) Fructose-6-phosphate phosphoketolase [4.1.2.22]",1
"PHOSPHOKETOLASE-RXN: (expasy) Phosphoketolase [4.1.2.9]","PHOSPHOKETOLASE-RXN: (expasy) Phosphoketolase [4.1.2.9]",1
"RXN-7710: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]","RXN-7710: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",1
"RXN-7669: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]","RXN-7669: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",1
"RXN-18777: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]","RXN-18777: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",1
"RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]","RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",1
"GLYCOGEN-BRANCH-RXN: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]","GLYCOGEN-BRANCH-RXN: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",1
"RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]","RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",1
"FLAVONADPREDUCT-RXN: (expasy) Flavodoxin--NADP(+) reductase [1.19.1.1]","FLAVONADPREDUCT-RXN: (expasy) Flavodoxin--NADP(+) reductase [1.19.1.1]",1
"KETOGLUTREDUCT-RXN: (expasy) 2-oxoglutarate reductase [1.1.1.399]","KETOGLUTREDUCT-RXN: (expasy) 2-oxoglutarate reductase [1.1.1.399]",1
"RXN-16701: (expasy) 2-oxoglutarate reductase [1.1.1.399]","RXN-16701: (expasy) 2-oxoglutarate reductase [1.1.1.399]",1
"RXN0-5507: (expasy) 6-carboxytetrahydropterin synthase [4.1.2.50]","RXN0-5507: (expasy) 6-carboxytetrahydropterin synthase [4.1.2.50]",1
"RXN-10625: (expasy) Geranylgeranyl diphosphate reductase [1.3.1.83]","RXN-10625: (expasy) Geranylgeranyl diphosphate reductase [1.3.1.83]",1
"RXN-17428: (expasy) Geranylgeranyl diphosphate reductase [1.3.1.83]","RXN-17428: (expasy) Geranylgeranyl diphosphate reductase [1.3.1.83]",1
"ESTRADIOL-17-BETA-DEHYDROGENASE-RXN: (expasy) 17-beta-estradiol 17-dehydrogenase [1.1.1.62]","ESTRADIOL-17-BETA-DEHYDROGENASE-RXN: (expasy) 17-beta-estradiol 17-dehydrogenase [1.1.1.62]",1
"HYDROGEN-DEHYDROGENASE-RXN: (expasy) Hydrogen dehydrogenase [1.12.1.2]","HYDROGEN-DEHYDROGENASE-RXN: (expasy) Hydrogen dehydrogenase [1.12.1.2]",1
"RXN0-6515: (expasy) 16S rRNA (guanine(966)-N(2))-methyltransferase [2.1.1.171]","RXN0-6515: (expasy) 16S rRNA (guanine(966)-N(2))-methyltransferase [2.1.1.171]",1
"2.5.1.64-RXN: (expasy) synthase [2.2.1.9]","2.5.1.64-RXN: (expasy) synthase [2.2.1.9]",1
"RXN-9616: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6]","RXN-9616: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6]",1
"RXN-9601: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6]","RXN-9601: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6]",1
"PHOSPHATIDYLCHOLINE-DESATURASE-RXN: (expasy) Acyl-lipid omega-6 desaturase (cytochrome b5) [1.14.19.22]","PHOSPHATIDYLCHOLINE-DESATURASE-RXN: (expasy) Acyl-lipid omega-6 desaturase (cytochrome b5) [1.14.19.22]",1
"RXN-16068: (expasy) sn-1 oleoyl-lipid 12-desaturase [1.14.19.45]","RXN-16068: (expasy) sn-1 oleoyl-lipid 12-desaturase [1.14.19.45]",1
"HOMOCITRATE-SYNTHASE-RXN: (expasy) Homocitrate synthase [2.3.3.14]","HOMOCITRATE-SYNTHASE-RXN: (expasy) Homocitrate synthase [2.3.3.14]",1
"ADP-RIBOSYLARGININE-HYDROLASE-RXN: (expasy) [Protein ADP-ribosylarginine] hydrolase [3.2.2.19]","ADP-RIBOSYLARGININE-HYDROLASE-RXN: (expasy) [Protein ADP-ribosylarginine] hydrolase [3.2.2.19]",1
"RXN-8732: (expasy) [Protein ADP-ribosylarginine] hydrolase [3.2.2.19]","RXN-8732: (expasy) [Protein ADP-ribosylarginine] hydrolase [3.2.2.19]",1
"RXN1F-10: (expasy) Protochlorophyllide reductase [1.3.1.33]","RXN1F-10: (expasy) Protochlorophyllide reductase [1.3.1.33]",1
"RXN-8156: (expasy) Sulfide-cytochrome-c reductase (flavocytochrome c) [1.8.2.3]","RXN-8156: (expasy) Sulfide-cytochrome-c reductase (flavocytochrome c) [1.8.2.3]",1
"RXN-5285: (expasy) Protochlorophyllide reductase [1.3.1.33]","RXN-5285: (expasy) Protochlorophyllide reductase [1.3.1.33]",1
"RXN-20505: (expasy) 3-dehydrosphinganine reductase [1.1.1.102]","RXN-20505: (expasy) 3-dehydrosphinganine reductase [1.1.1.102]",1
"RXN-12645: (expasy) 3-dehydrosphinganine reductase [1.1.1.102]","RXN-12645: (expasy) 3-dehydrosphinganine reductase [1.1.1.102]",1
"3-DEHYDROSPHINGANINE-REDUCTASE-RXN: (expasy) 3-dehydrosphinganine reductase [1.1.1.102]","3-DEHYDROSPHINGANINE-REDUCTASE-RXN: (expasy) 3-dehydrosphinganine reductase [1.1.1.102]",1
"RXN-12642: (expasy) 3-dehydrosphinganine reductase [1.1.1.102]","RXN-12642: (expasy) 3-dehydrosphinganine reductase [1.1.1.102]",1
"RXN-14338: (expasy) Diadenylate cyclase [2.7.7.85]","RXN-14338: (expasy) Diadenylate cyclase [2.7.7.85]",1
"6.3.2.10-RXN: (expasy) UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [6.3.2.10]","6.3.2.10-RXN: (expasy) UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [6.3.2.10]",1
"UDP-NACMURALGLDAPAALIG-RXN: (metacyc) UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate ligase [6.3.2.10]","UDP-NACMURALGLDAPAALIG-RXN: (metacyc) UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate ligase [6.3.2.10]",1
"2.7.7.60-RXN: (expasy) 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [2.7.7.60]","2.7.7.60-RXN: (expasy) 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [2.7.7.60]",1
"RXN0-302: (expasy) 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [4.6.1.12]","RXN0-302: (expasy) 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [4.6.1.12]",1
"2.8.1.6-RXN: (expasy) Biotin synthase [2.8.1.6]","2.8.1.6-RXN: (expasy) Biotin synthase [2.8.1.6]",1
"ASNSYNB-RXN: (expasy) Asparagine synthase (glutamine-hydrolyzing) [6.3.5.4]","ASNSYNB-RXN: (expasy) Asparagine synthase (glutamine-hydrolyzing) [6.3.5.4]",1
"PPGPPSYN-RXN: (expasy) Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [3.1.7.2]","PPGPPSYN-RXN: (expasy) Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [3.1.7.2]",1
"RXN0-6427: (expasy) Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [3.1.7.2]","RXN0-6427: (expasy) Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [3.1.7.2]",1
"3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]","3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]",1
"RXN0-5181: (expasy) Alpha-amylase [3.2.1.1]","RXN0-5181: (expasy) Alpha-amylase [3.2.1.1]",1
"RXN-1823: (expasy) Alpha-amylase [3.2.1.1]","RXN-1823: (expasy) Alpha-amylase [3.2.1.1]",1
"3.2.1.1-RXN: (expasy) Alpha-amylase [3.2.1.1]","3.2.1.1-RXN: (expasy) Alpha-amylase [3.2.1.1]",1
"ALPHA-AMYL-RXN: (expasy) Alpha-amylase [3.2.1.1]","ALPHA-AMYL-RXN: (expasy) Alpha-amylase [3.2.1.1]",1
"GLUCOKIN-RXN: (expasy) AMBIGUOUS [2.7.1.1; 2.7.1.2]","GLUCOKIN-RXN: (expasy) AMBIGUOUS [2.7.1.1; 2.7.1.2]",1
"PEPSYNTH-RXN: (expasy) Pyruvate, water dikinase [2.7.9.2]","PEPSYNTH-RXN: (expasy) Pyruvate, water dikinase [2.7.9.2]",1
"CYSTEINE--TRNA-LIGASE-RXN: (expasy) Cysteine--tRNA ligase [6.1.1.16]","CYSTEINE--TRNA-LIGASE-RXN: (expasy) Cysteine--tRNA ligase [6.1.1.16]",1
"PRAISOM-RXN: (expasy) Phosphoribosylanthranilate isomerase [5.3.1.24]","PRAISOM-RXN: (expasy) Phosphoribosylanthranilate isomerase [5.3.1.24]",1
"ARGININE--TRNA-LIGASE-RXN: (expasy) Arginine--tRNA ligase [6.1.1.19]","ARGININE--TRNA-LIGASE-RXN: (expasy) Arginine--tRNA ligase [6.1.1.19]",1
"GTP-CYCLOHYDRO-II-RXN: (expasy) GTP cyclohydrolase II [3.5.4.25]","GTP-CYCLOHYDRO-II-RXN: (expasy) GTP cyclohydrolase II [3.5.4.25]",1
"OROTPDECARB-RXN: (expasy) Orotidine-5'-phosphate decarboxylase [4.1.1.23]","OROTPDECARB-RXN: (expasy) Orotidine-5'-phosphate decarboxylase [4.1.1.23]",1
"THRESYN-RXN: (expasy) Threonine synthase [4.2.3.1]","THRESYN-RXN: (expasy) Threonine synthase [4.2.3.1]",1
"METHIONYL-TRNA-FORMYLTRANSFERASE-RXN: (expasy) Methionyl-tRNA formyltransferase [2.1.2.9]","METHIONYL-TRNA-FORMYLTRANSFERASE-RXN: (expasy) Methionyl-tRNA formyltransferase [2.1.2.9]",1
"RXN-9787: (metacyc) cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase [2.8.1.7]","RXN-9787: (metacyc) cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase [2.8.1.7]",1
