Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
032024_COL_SAN_T5_163_PSTR_S11_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0010252595584469267)	(4, 0.002255962349025394)	(5, 0.0036001480678289027)	(6, 0.005018684670641921)	(7, 0.006176993179421655)	(8, 0.0076131392021316635)	(9, 0.009012109782836916)	(10, 0.01276017697780053)	(15, 0.01817996510165165)	(20, 0.023337568529258702)	(25, 0.028900971255380825)	(30, 0.03451524563898314)	(35, 0.04049383935423205)	(40, 0.046726400036439755)	(45, 0.05293822073521324)	(50, 0.059283873025203826)	(55, 0.0656745271660423)	(60, 0.07222562268816443)	(65, 0.07914416810547041)	(70, 0.08593631701996021)	(75, 0.09291747370801104)	(80, 0.09991545717507455)	(85, 0.10700148774162302)	(90, 0.11411373677779586)	(95, 0.12124555183607648)	(100, 0.12854915656846327)	(105, 0.13600615891417497)	(110, 0.14350972839250314)	(115, 0.15106143028521643)	(120, 0.15874344188516742)	(125, 0.16642858404865568)	(130, 0.1744248259636574)	(135, 0.1823643264145466)	(140, 0.1869944298861283)
032024_COL_SAN_T5_163_PSTR_S11_R2_001_val_2 - polya	(1, 0.003185348399144268)	(2, 0.010712397104001762)	(3, 0.015517812133669037)	(4, 0.019898644483597794)	(5, 0.02295290053462003)	(6, 0.025381043878193763)	(7, 0.027496130868043245)	(8, 0.03018450230565026)	(9, 0.032716345566395154)	(10, 0.039445883210140115)	(15, 0.049967707258812236)	(20, 0.060789674086617486)	(25, 0.07133889056624049)	(30, 0.08160792160928028)	(35, 0.09179047083460375)	(40, 0.10214715765668632)	(45, 0.11243771132404465)	(50, 0.12286640110748381)	(55, 0.1333193527583366)	(60, 0.14369638824341124)	(65, 0.15403233508205957)	(70, 0.1642023620532341)	(75, 0.174703446118472)	(80, 0.18504721936596344)	(85, 0.19595605933192717)	(90, 0.2065338422038275)	(95, 0.21722119479953134)	(100, 0.22773754036201327)	(105, 0.23857750793015767)	(110, 0.24947617356462537)	(115, 0.26049145269085533)	(120, 0.27145742544137375)	(125, 0.2820692531917416)	(130, 0.292901785671485)	(135, 0.3033969999300906)	(140, 0.3070534981415899)
032024_COL_SAN_T5_163_PSTR_S11_R2_001_val_2 - polyg	(1, 0.21615954243996396)	(2, 0.21936054365679444)	(3, 0.22269068061953617)	(4, 0.22593277048279298)	(5, 0.22908485664435402)	(6, 0.2323445559275078)	(7, 0.23503097076290405)	(8, 0.23775456104030504)	(9, 0.24041749664917197)	(10, 0.24748826571847635)	(15, 0.2548431334287855)	(20, 0.26066872085115167)	(25, 0.2665013520414767)	(30, 0.27228506817653225)	(35, 0.27810087258784455)	(40, 0.2838528917670855)	(45, 0.2897813964657385)	(50, 0.29572672794340427)	(55, 0.30166305905090046)	(60, 0.3076772629263854)	(65, 0.3138069063323063)	(70, 0.3201862121803223)	(75, 0.3266566956913604)	(80, 0.3331017433736584)	(85, 0.3394841797852116)	(90, 0.34584235432935123)	(95, 0.35250419353660334)	(100, 0.3590783769648126)	(105, 0.36581769761961147)	(110, 0.3724830587108429)	(115, 0.37919537825513305)	(120, 0.3860595301309794)	(125, 0.3928368088686674)	(130, 0.3995385627610193)	(135, 0.40636279995176583)	(140, 0.41023687232910344)
032024_COL_SAN_T5_166_OFAV_S20_R1_001_val_1 - polya	(1, 0.0029435194222678118)	(2, 0.013460761040561214)	(3, 0.01990068316282439)	(4, 0.02583600195555594)	(5, 0.030341611314614554)	(6, 0.03370719092917579)	(7, 0.03659620073251272)	(8, 0.04052400813090395)	(9, 0.0444097652518342)	(10, 0.05544282360698216)	(15, 0.07422870719178576)	(20, 0.09332264799443304)	(25, 0.11202972624443941)	(30, 0.131073829681207)	(35, 0.15035341467175606)	(40, 0.16972083801966803)	(45, 0.1892573969280341)	(50, 0.20866687055340702)	(55, 0.22764275909562687)	(60, 0.2469631484294899)	(65, 0.2660408920882263)	(70, 0.2848778589730565)	(75, 0.3041019998940645)	(80, 0.3235444907743326)	(85, 0.3429471117618971)	(90, 0.3619469845364466)	(95, 0.3810256626457932)	(100, 0.3999563860751846)	(105, 0.4189727674771816)	(110, 0.43794554118403395)	(115, 0.45684013252316263)	(120, 0.4756456395707813)	(125, 0.49442217864948246)	(130, 0.5129180710615737)	(135, 0.5309504759709841)	(140, 0.5372281151706016)
032024_COL_SAN_T5_166_OFAV_S20_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0010201085828494267)	(4, 0.0025526075836491764)	(5, 0.0042579799473440195)	(6, 0.006017861929969748)	(7, 0.007671839510101185)	(8, 0.009666891562971592)	(9, 0.011847276320207007)	(10, 0.017760791265366206)	(15, 0.026084877301417526)	(20, 0.03444353801004787)	(25, 0.0431108789035954)	(30, 0.05203394778081296)	(35, 0.06153731048699189)	(40, 0.07131010645245776)	(45, 0.08137725436015045)	(50, 0.09204587697730333)	(55, 0.10272197519933816)	(60, 0.1135447821671813)	(65, 0.12476379619376773)	(70, 0.1361024198984654)	(75, 0.1475668829520092)	(80, 0.1592372366233434)	(85, 0.17088516348003174)	(90, 0.18266484787276446)	(95, 0.19436728434838368)	(100, 0.20627716885947703)	(105, 0.21823252996693557)	(110, 0.23029846772993962)	(115, 0.2424376041240794)	(120, 0.254836517787867)	(125, 0.26733635211756085)	(130, 0.2795854422001727)	(135, 0.29183110596388023)	(140, 0.2987563194363967)
032024_COL_SAN_T5_166_OFAV_S20_R2_001_val_2 - polya	(1, 0.0049261121336683)	(2, 0.01766111653360687)	(3, 0.025488697812082014)	(4, 0.03225879248329798)	(5, 0.03734064638534024)	(6, 0.0412264035062705)	(7, 0.04437082980974072)	(8, 0.04871913998274163)	(9, 0.053040974055118977)	(10, 0.06500256483331247)	(15, 0.08437777526964312)	(20, 0.10381777428161734)	(25, 0.12306527646788137)	(30, 0.14270711681166823)	(35, 0.1621654933523106)	(40, 0.1813332557531671)	(45, 0.20010231922698632)	(50, 0.21913084848691655)	(55, 0.23800550487969332)	(60, 0.2570480508987772)	(65, 0.27594451113912627)	(70, 0.2947593626928474)	(75, 0.31379879387656384)	(80, 0.3325737755375812)	(85, 0.3510933406984654)	(90, 0.36964249679534056)	(95, 0.3883623458703536)	(100, 0.40706693225206597)	(105, 0.4258774230362727)	(110, 0.4445527299655308)	(115, 0.4633012355259246)	(120, 0.4818164399172943)	(125, 0.5003652845306327)	(130, 0.5185618412639093)	(135, 0.5358946541497838)	(140, 0.541920614651709)
032024_COL_SAN_T5_166_OFAV_S20_R2_001_val_2 - polyg	(1, 0.2995069947599592)	(2, 0.3034970988657)	(3, 0.30762269830992617)	(4, 0.3122201953123254)	(5, 0.31653112746091655)	(6, 0.3207922222436281)	(7, 0.3248617546512396)	(8, 0.3288861219460227)	(9, 0.33278745324379033)	(10, 0.34272408954958566)	(15, 0.3533509733728143)	(20, 0.362242893896357)	(25, 0.3710120899064212)	(30, 0.3799008955945965)	(35, 0.3890815613567046)	(40, 0.3984048865786432)	(45, 0.40787772389822086)	(50, 0.417647716511856)	(55, 0.4276002384780254)	(60, 0.438008460858457)	(65, 0.4481995792137754)	(70, 0.4586233757710444)	(75, 0.4690611890874671)	(80, 0.479354162559302)	(85, 0.48991220852090933)	(90, 0.5003515792550158)	(95, 0.5110002669258168)	(100, 0.5216343148703906)	(105, 0.5322244436362832)	(110, 0.5427139632198059)	(115, 0.5534171605095379)	(120, 0.5640524543882587)	(125, 0.574744126787131)	(130, 0.5851654314761061)	(135, 0.595775806671887)	(140, 0.6017924226677098)
032024_COL_SAN_T5_167_OFAV_S21_R1_001_val_1 - polya	(1, 0.0037433285537497004)	(2, 0.01552282574649829)	(3, 0.022986732376578924)	(4, 0.02925711396053646)	(5, 0.03410296565073418)	(6, 0.03793029596726087)	(7, 0.04123961541332945)	(8, 0.04561995733480467)	(9, 0.0499250476771255)	(10, 0.0618578480869421)	(15, 0.08185691776741935)	(20, 0.10227424622505703)	(25, 0.12202376066861764)	(30, 0.14243408897935722)	(35, 0.16220215381219774)	(40, 0.1822089236542629)	(45, 0.20244809837334438)	(50, 0.22257422072002178)	(55, 0.24245078782978263)	(60, 0.2623284049615781)	(65, 0.2822998240618079)	(70, 0.3022796433383155)	(75, 0.322445666522312)	(80, 0.3424461362321688)	(85, 0.3622065009034215)	(90, 0.3820970683069784)	(95, 0.4020908878772821)	(100, 0.422160309034085)	(105, 0.4418800728533288)	(110, 0.4616747382443821)	(115, 0.4811473968781234)	(120, 0.5006627564079432)	(125, 0.5198911099149417)	(130, 0.539294817101737)	(135, 0.5580331603258694)	(140, 0.564449844979997)
032024_COL_SAN_T5_167_OFAV_S21_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0012565263682058367)	(4, 0.0028980608158062195)	(5, 0.0046795982013682555)	(6, 0.0067446415363026395)	(7, 0.008550679436007964)	(8, 0.010820477067711266)	(9, 0.013212777270131013)	(10, 0.0195377599998936)	(15, 0.02795788669625232)	(20, 0.03611130779579409)	(25, 0.04471973844371124)	(30, 0.05373872770720094)	(35, 0.06341678080114511)	(40, 0.07331533852237888)	(45, 0.08385580971416685)	(50, 0.09471723764123191)	(55, 0.1057694195712697)	(60, 0.11703755603311336)	(65, 0.12867425022914106)	(70, 0.14039354615856614)	(75, 0.15198263935568687)	(80, 0.16395534060282255)	(85, 0.1758401900063873)	(90, 0.18785664217163597)	(95, 0.19993014553410401)	(100, 0.21210340098986977)	(105, 0.2244362597949118)	(110, 0.23700467354307433)	(115, 0.24946423500697162)	(120, 0.2621376509586054)	(125, 0.2748635680119747)	(130, 0.28754363410316164)	(135, 0.29996399474442975)	(140, 0.3070246929131808)
032024_COL_SAN_T5_167_OFAV_S21_R2_001_val_2 - polya	(1, 0.005890623614736555)	(2, 0.020121922258538594)	(3, 0.02872860286973122)	(4, 0.03612950817772911)	(5, 0.041645623933418245)	(6, 0.0461134676911195)	(7, 0.049814795363480706)	(8, 0.054329890112744014)	(9, 0.059151241288798444)	(10, 0.07226356645094198)	(15, 0.09324020664573646)	(20, 0.11423154714901691)	(25, 0.13461807496030304)	(30, 0.15505255377784102)	(35, 0.17519547647707387)	(40, 0.19541050068935695)	(45, 0.21549812222809495)	(50, 0.23531658811860168)	(55, 0.25528905724086626)	(60, 0.2752146253789136)	(65, 0.29485703757493353)	(70, 0.31456630117383017)	(75, 0.3344785690327712)	(80, 0.3542900347763798)	(85, 0.3740059485148296)	(90, 0.3936665610927846)	(95, 0.4132312716582357)	(100, 0.43278408197396023)	(105, 0.4519865349374356)	(110, 0.47123763892185283)	(115, 0.49072499786408025)	(120, 0.509951251327009)	(125, 0.5288057969896499)	(130, 0.5476347921161125)	(135, 0.565643020018775)	(140, 0.5720170037768243)
032024_COL_SAN_T5_167_OFAV_S21_R2_001_val_2 - polyg	(1, 0.2968762299476855)	(2, 0.3013458237421112)	(3, 0.30615667469781854)	(4, 0.3112860323373886)	(5, 0.31613363406431083)	(6, 0.32097073557088596)	(7, 0.32528457609682937)	(8, 0.3294864142724035)	(9, 0.3336235010891704)	(10, 0.3440064689757515)	(15, 0.35473104403095895)	(20, 0.3637192326480971)	(25, 0.3726241195171481)	(30, 0.38153320647433786)	(35, 0.3907632501668047)	(40, 0.4000426448949031)	(45, 0.40973224823122917)	(50, 0.41974105826610775)	(55, 0.4298863711654989)	(60, 0.44034494063857926)	(65, 0.45083921086083995)	(70, 0.4611616274767526)	(75, 0.4716866983453648)	(80, 0.48219146878797253)	(85, 0.4928876932482428)	(90, 0.503628368641316)	(95, 0.5142206409201496)	(100, 0.5248843146973439)	(105, 0.5354818370863512)	(110, 0.5463639154467657)	(115, 0.5571479917506068)	(120, 0.5678554164459141)	(125, 0.5785029898852427)	(130, 0.588907308219863)	(135, 0.5993903782070867)	(140, 0.6052834518732375)
